Distance_(pixels),Value,Y1
869,56823730176.000,56927727616.000
870,56842100736.000,56946454528.000
871,56860790784.000,56965566464.000
872,56880275456.000,56984940544.000
873,56899133440.000,57004535808.000
874,56918634496.000,57024237568.000
875,56938012672.000,57044336640.000
876,56957116416.000,57064542208.000
877,56976904192.000,57084723200.000
878,56995704832.000,57105719296.000
879,57014693888.000,57126707200.000
880,57033551872.000,57148129280.000
881,57051492352.000,57169801216.000
882,57069805568.000,57191809024.000
883,57087107072.000,57214160896.000
884,57104527360.000,57236676608.000
885,57121271808.000,57259638784.000
886,57137688576.000,57282441216.000
887,57154621440.000,57305513984.000
888,57170960384.000,57328271360.000
889,57186713600.000,57351671808.000
890,57202933760.000,57374748672.000
891,57219088384.000,57397551104.000
892,57235927040.000,57420857344.000
893,57252564992.000,57443827712.000
894,57269755904.000,57467121664.000
895,57287094272.000,57490259968.000
896,57304940544.000,57513324544.000
897,57323155456.000,57537212416.000
898,57342078976.000,57560461312.000
899,57361072128.000,57584418816.000
900,57380999168.000,57608601600.000
901,57401393152.000,57632849920.000
902,57421897728.000,57657487360.000
903,57443172352.000,57682161664.000
904,57465073664.000,57707732992.000
905,57487220736.000,57733365760.000
906,57510084608.000,57759784960.000
907,57533796352.000,57786347520.000
908,57557921792.000,57813454848.000
909,57582645248.000,57840881664.000
910,57607229440.000,57868447744.000
911,57633132544.000,57896394752.000
912,57659293696.000,57924718592.000
913,57685495808.000,57953148928.000
914,57713102848.000,57981620224.000
915,57740066816.000,58010206208.000
916,57768263680.000,58038943744.000
917,57796489216.000,58067480576.000
918,57824452608.000,58096111616.000
919,57853079552.000,58124898304.000
920,57881268224.000,58153480192.000
921,57909927936.000,58182545408.000
922,57938415616.000,58211364864.000
923,57966747648.000,58240262144.000
924,57995587584.000,58269347840.000
925,58024050688.000,58298667008.000
926,58052517888.000,58328092672.000
927,58081030144.000,58357583872.000
928,58110152704.000,58387128320.000
929,58138943488.000,58417180672.000
930,58167742464.000,58446950400.000
931,58197020672.000,58477527040.000
932,58226556928.000,58507714560.000
933,58256379904.000,58538115072.000
934,58286403584.000,58568646656.000
935,58316402688.000,58599370752.000
936,58347290624.000,58630696960.000
937,58378121216.000,58662055936.000
938,58409766912.000,58693885952.000
939,58441322496.000,58725801984.000
940,58473816064.000,58758066176.000
941,58507272192.000,58790764544.000
942,58541051904.000,58823770112.000
943,58575892480.000,58857132032.000
944,58611290112.000,58890903552.000
945,58647830528.000,58925326336.000
946,58685227008.000,58960187392.000
947,58723700736.000,58995593216.000
948,58763558912.000,59031646208.000
949,58803593216.000,59068125184.000
950,58845507584.000,59105767424.000
951,58888433664.000,59144130560.000
952,58931798016.000,59183263744.000
953,58976608256.000,59222818816.000
954,59022209024.000,59263361024.000
955,59068641280.000,59304837120.000
956,59116224512.000,59347312640.000
957,59164950528.000,59390701568.000
958,59214733312.000,59435212800.000
959,59264958464.000,59480309760.000
960,59316453376.000,59526877184.000
961,59368443904.000,59573653504.000
962,59421540352.000,59621560320.000
963,59475206144.000,59670171648.000
964,59530231808.000,59719774208.000
965,59585888256.000,59770159104.000
966,59642404864.000,59821207552.000
967,59700281344.000,59872837632.000
968,59758854144.000,59925749760.000
969,59818635264.000,59979276288.000
970,59879247872.000,60033515520.000
971,59940724736.000,60088676352.000
972,60002852864.000,60144300032.000
973,60065824768.000,60201041920.000
974,60128616448.000,60258750464.000
975,60192964608.000,60316663808.000
976,60257259520.000,60375490560.000
977,60322394112.000,60435509248.000
978,60388335616.000,60495962112.000
979,60454359040.000,60557160448.000
980,60522086400.000,60618956800.000
981,60589563904.000,60681404416.000
982,60658319360.000,60744581120.000
983,60727574528.000,60808945664.000
984,60797890560.000,60873646080.000
985,60869021696.000,60939476992.000
986,60940746752.000,61006278656.000
987,61013684224.000,61074022400.000
988,61086908416.000,61142753280.000
989,61161062400.000,61212872704.000
990,61235662848.000,61283840000.000
991,61311016960.000,61356187648.000
992,61387390976.000,61430415360.000
993,61464117248.000,61505626112.000
994,61541576704.000,61582528512.000
995,61619720192.000,61661143040.000
996,61698772992.000,61740941312.000
997,61778759680.000,61822746624.000
998,61859606528.000,61906681856.000
999,61942489088.000,61992247296.000
1000,62026416128.000,62080147456.000
1001,62112583680.000,62170714112.000
1002,62200700928.000,62263488512.000
1003,62291398656.000,62359728128.000
1004,62385094656.000,62459404288.000
1005,62482014208.000,62563061760.000
1006,62582956032.000,62670467072.000
1007,62688608256.000,62782644224.000
1008,62798700544.000,62900256768.000
1009,62914052096.000,63023185920.000
1010,63035457536.000,63151120384.000
1011,63163019264.000,63284801536.000
1012,63296729088.000,63423049728.000
1013,63436111872.000,63565774848.000
1014,63581642752.000,63711940608.000
1015,63732006912.000,63859867648.000
1016,63885979648.000,64007647232.000
1017,64041398272.000,64152580096.000
1018,64194805760.000,64291336192.000
1019,64342855680.000,64420458496.000
1020,64479522816.000,64535326720.000
1021,64599097344.000,64632553472.000
1022,64694046720.000,64707366912.000
1023,64766627840.000,64755752960.000
1024,65056288768.000,65056288768.000
1025,64766627840.000,64755752960.000
1026,64694046720.000,64707366912.000
1027,64599097344.000,64632553472.000
1028,64479522816.000,64535326720.000
1029,64342855680.000,64420458496.000
1030,64194805760.000,64291336192.000
1031,64041398272.000,64152580096.000
1032,63885975552.000,64007651328.000
1033,63732011008.000,63859867648.000
1034,63581642752.000,63711940608.000
1035,63436111872.000,63565774848.000
1036,63296729088.000,63423049728.000
1037,63163019264.000,63284801536.000
1038,63035457536.000,63151120384.000
1039,62914052096.000,63023185920.000
1040,62798700544.000,62900256768.000
1041,62688608256.000,62782644224.000
1042,62582956032.000,62670467072.000
1043,62482014208.000,62563061760.000
1044,62385094656.000,62459404288.000
1045,62291398656.000,62359728128.000
1046,62200700928.000,62263488512.000
1047,62112583680.000,62170714112.000
1048,62026416128.000,62080151552.000
1049,61942484992.000,61992247296.000
1050,61859606528.000,61906681856.000
1051,61778763776.000,61822746624.000
1052,61698772992.000,61740941312.000
1053,61619720192.000,61661143040.000
1054,61541576704.000,61582532608.000
1055,61464117248.000,61505626112.000
1056,61387390976.000,61430415360.000
1057,61311016960.000,61356187648.000
1058,61235662848.000,61283840000.000
1059,61161062400.000,61212872704.000
1060,61086908416.000,61142753280.000
1061,61013684224.000,61074022400.000
1062,60940746752.000,61006278656.000
1063,60869021696.000,60939476992.000
1064,60797890560.000,60873646080.000
1065,60727574528.000,60808945664.000
1066,60658319360.000,60744581120.000
1067,60589563904.000,60681408512.000
1068,60522086400.000,60618956800.000
1069,60454359040.000,60557164544.000
1070,60388335616.000,60495962112.000
1071,60322394112.000,60435509248.000
1072,60257259520.000,60375490560.000
1073,60192964608.000,60316663808.000
1074,60128616448.000,60258750464.000
1075,60065824768.000,60201046016.000
1076,60002852864.000,60144300032.000
1077,59940724736.000,60088676352.000
1078,59879247872.000,60033515520.000
1079,59818635264.000,59979276288.000
1080,59758854144.000,59925753856.000
1081,59700281344.000,59872837632.000
1082,59642404864.000,59821207552.000
1083,59585888256.000,59770159104.000
1084,59530231808.000,59719778304.000
1085,59475206144.000,59670171648.000
1086,59421540352.000,59621560320.000
1087,59368443904.000,59573653504.000
1088,59316453376.000,59526877184.000
1089,59264958464.000,59480309760.000
1090,59214733312.000,59435212800.000
1091,59164950528.000,59390701568.000
1092,59116224512.000,59347312640.000
1093,59068641280.000,59304837120.000
1094,59022209024.000,59263361024.000
1095,58976608256.000,59222818816.000
1096,58931798016.000,59183263744.000
1097,58888433664.000,59144130560.000
1098,58845507584.000,59105771520.000
1099,58803593216.000,59068125184.000
1100,58763558912.000,59031646208.000
1101,58723700736.000,58995593216.000
1102,58685227008.000,58960187392.000
1103,58647830528.000,58925326336.000
1104,58611290112.000,58890903552.000
1105,58575892480.000,58857132032.000
1106,58541051904.000,58823770112.000
1107,58507272192.000,58790764544.000
1108,58473816064.000,58758066176.000
1109,58441322496.000,58725801984.000
1110,58409766912.000,58693885952.000
1111,58378121216.000,58662055936.000
1112,58347290624.000,58630696960.000
1113,58316402688.000,58599370752.000
1114,58286403584.000,58568646656.000
1115,58256379904.000,58538115072.000
1116,58226556928.000,58507714560.000
1117,58197020672.000,58477527040.000
1118,58167742464.000,58446950400.000
1119,58138947584.000,58417180672.000
1120,58110152704.000,58387128320.000
1121,58081030144.000,58357587968.000
1122,58052517888.000,58328092672.000
1123,58024050688.000,58298667008.000
1124,57995587584.000,58269351936.000
1125,57966747648.000,58240262144.000
1126,57938415616.000,58211364864.000
1127,57909927936.000,58182545408.000
1128,57881268224.000,58153480192.000
1129,57853079552.000,58124898304.000
1130,57824452608.000,58096111616.000
1131,57796489216.000,58067480576.000
1132,57768263680.000,58038943744.000
1133,57740066816.000,58010206208.000
1134,57713106944.000,57981620224.000
1135,57685495808.000,57953148928.000
1136,57659293696.000,57924718592.000
1137,57633132544.000,57896394752.000
1138,57607229440.000,57868447744.000
1139,57582645248.000,57840881664.000
1140,57557921792.000,57813454848.000
1141,57533796352.000,57786347520.000
1142,57510084608.000,57759784960.000
1143,57487220736.000,57733369856.000
1144,57465073664.000,57707732992.000
1145,57443172352.000,57682161664.000
1146,57421897728.000,57657487360.000
1147,57401393152.000,57632849920.000
1148,57380999168.000,57608605696.000
1149,57361072128.000,57584418816.000
1150,57342078976.000,57560461312.000
1151,57323155456.000,57537212416.000
1152,57304940544.000,57513324544.000
1153,57287094272.000,57490259968.000
1154,57269755904.000,57467121664.000
1155,57252564992.000,57443827712.000
1156,57235927040.000,57420857344.000
1157,57219088384.000,57397551104.000
1158,57202933760.000,57374748672.000
1159,57186713600.000,57351671808.000
1160,57170960384.000,57328271360.000
1161,57154621440.000,57305513984.000
1162,57137688576.000,57282441216.000
1163,57121271808.000,57259638784.000
1164,57104527360.000,57236676608.000
1165,57087107072.000,57214160896.000
1166,57069805568.000,57191809024.000
1167,57051492352.000,57169801216.000
1168,57033551872.000,57148129280.000
1169,57014697984.000,57126707200.000
1170,56995704832.000,57105719296.000
1171,56976904192.000,57084723200.000
1172,56957116416.000,57064542208.000
1173,56938012672.000,57044336640.000
1174,56918634496.000,57024237568.000
1175,56899133440.000,57004539904.000
1176,56880275456.000,56984940544.000
1177,56860790784.000,56965566464.000
1178,56842100736.000,56946454528.000
1179,56823730176.000,56927727616.000
1180,56805654528.000,56908939264.000
1181,56787619840.000,56890372096.000
1182,56770510848.000,56871784448.000
1183,56753635328.000,56853540864.000
1184,56736796672.000,56835481600.000
1185,56720752640.000,56817471488.000
1186,56704540672.000,56799997952.000
1187,56689139712.000,56782659584.000
1188,56673931264.000,56765702144.000
1189,56659013632.000,56748830720.000
1190,56644399104.000,56732254208.000
1191,56629870592.000,56716378112.000
1192,56615690240.000,56699994112.000
1193,56601690112.000,56684216320.000
1194,56586649600.000,56668782592.000
1195,56572211200.000,56653078528.000
1196,56557203456.000,56637800448.000
1197,56542011392.000,56622796800.000
1198,56527020032.000,56607895552.000
1199,56511184896.000,56593346560.000
1200,56495398912.000,56579006464.000
1201,56479571968.000,56564391936.000
1202,56463532032.000,56550817792.000
1203,56447795200.000,56536674304.000
1204,56432246784.000,56523206656.000
1205,56416612352.000,56509407232.000
1206,56401059840.000,56495874048.000
1207,56386306048.000,56482562048.000
1208,56371720192.000,56469544960.000
1209,56357134336.000,56456744960.000
1210,56343437312.000,56443625472.000
1211,56329502720.000,56431288320.000
1212,56315686912.000,56419086336.000
1213,56301735936.000,56407154688.000
1214,56287698944.000,56395780096.000
1215,56274206720.000,56384565248.000
1216,56260018176.000,56373821440.000
1217,56246460416.000,56363171840.000
1218,56232140800.000,56352804864.000
1219,56218390528.000,56342646784.000
1220,56204836864.000,56332222464.000
1221,56191049728.000,56322404352.000
1222,56177811456.000,56312516608.000
1223,56164651008.000,56302399488.000
1224,56151867392.000,56292745216.000
1225,56139751424.000,56283037696.000
1226,56127819776.000,56273223680.000
1227,56116445184.000,56263397376.000
1228,56105750528.000,56253898752.000
1229,56095801344.000,56244023296.000
1230,56086487040.000,56234196992.000
1231,56077299712.000,56224833536.000
1232,56069255168.000,56214896640.000
1233,56061300736.000,56205504512.000
1234,56053993472.000,56196128768.000
1235,56047067136.000,56186798080.000
1236,56040394752.000,56177405952.000
1237,56034611200.000,56168312832.000
1238,56028594176.000,56159473664.000
1239,56023863296.000,56150548480.000
1240,56018989056.000,56142032896.000
1241,56014458880.000,56133718016.000
1242,56010493952.000,56124919808.000
1243,56006909952.000,56116834304.000
1244,56003567616.000,56108392448.000
1245,55999934464.000,56100364288.000
1246,55996846080.000,56092295168.000
1247,55993724928.000,56084557824.000
1248,55990812672.000,56076656640.000
1249,55987798016.000,56069009408.000
1250,55984693248.000,56061030400.000
1251,55982243840.000,56053596160.000
1252,55979110400.000,56045735936.000
1253,55976321024.000,56038371328.000
1254,55973347328.000,56030867456.000
1255,55970594816.000,56023302144.000
1256,55968100352.000,56015687680.000
1257,55965425664.000,56007716864.000
1258,55963127808.000,55999774720.000
1259,55960997888.000,55992020992.000
1260,55958355968.000,55983874048.000
1261,55956467712.000,55975989248.000
1262,55954493440.000,55967866880.000
1263,55953002496.000,55959691264.000
1264,55951757312.000,55951392768.000
1265,55950192640.000,55943110656.000
1266,55950036992.000,55934771200.000
1267,55949275136.000,55926222848.000
1268,55948906496.000,55917780992.000
1269,55949045760.000,55909195776.000
1270,55948787712.000,55901339648.000
1271,55949275136.000,55892652032.000
1272,55949271040.000,55884361728.000
1273,55949402112.000,55876182016.000
1274,55949443072.000,55868084224.000
1275,55949275136.000,55860015104.000
1276,55949598720.000,55851528192.000
1277,55948828672.000,55843598336.000
1278,55948394496.000,55836028928.000
1279,55947624448.000,55828402176.000
1280,55947010048.000,55820419072.000
1281,55946076160.000,55812804608.000
1282,55944491008.000,55805038592.000
1283,55942930432.000,55797547008.000
1284,55940853760.000,55790215168.000
1285,55938445312.000,55782518784.000
1286,55935954944.000,55775256576.000
1287,55932948480.000,55767711744.000
1288,55929876480.000,55760834560.000
1289,55926312960.000,55753859072.000
1290,55922638848.000,55747375104.000
1291,55919157248.000,55740809216.000
1292,55914569728.000,55734300672.000
1293,55910051840.000,55728410624.000
1294,55905161216.000,55722651648.000
1295,55900016640.000,55716810752.000
1296,55894933504.000,55711375360.000
1297,55889485824.000,55705903104.000
1298,55883866112.000,55700742144.000
1299,55878307840.000,55695613952.000
1300,55872229376.000,55690403840.000
1301,55866351616.000,55685410816.000
1302,55860445184.000,55680376832.000
1303,55854231552.000,55675203584.000
1304,55848275968.000,55670046720.000
1305,55842586624.000,55665197056.000
1306,55836061696.000,55660105728.000
1307,55830388736.000,55654973440.000
1308,55825342464.000,55650340864.000
1309,55819542528.000,55645503488.000
1310,55814975488.000,55640768512.000
1311,55810359296.000,55636717568.000
1312,55805931520.000,55632666624.000
1313,55801950208.000,55628263424.000
1314,55797682176.000,55624519680.000
1315,55793516544.000,55621001216.000
1316,55788994560.000,55618150400.000
1317,55784595456.000,55615184896.000
1318,55780061184.000,55612239872.000
1319,55775232000.000,55609069568.000
1320,55770316800.000,55606415360.000
1321,55765233664.000,55603568640.000
1322,55759933440.000,55601000448.000
1323,55754268672.000,55597965312.000
1324,55748497408.000,55595499520.000
1325,55743008768.000,55592407040.000
1326,55736811520.000,55589691392.000
1327,55731003392.000,55586975744.000
1328,55724171264.000,55584964608.000
1329,55717588992.000,55582748672.000
1330,55711379456.000,55580123136.000
1331,55704735744.000,55578107904.000
1332,55698161664.000,55575375872.000
1333,55692103680.000,55572832256.000
1334,55685873664.000,55570661376.000
1335,55680258048.000,55568224256.000
1336,55674646528.000,55565590528.000
1337,55669129216.000,55562854400.000
1338,55663316992.000,55559839744.000
1339,55657803776.000,55557087232.000
1340,55652274176.000,55553970176.000
1341,55646715904.000,55550787584.000
1342,55641264128.000,55547580416.000
1343,55635456000.000,55544266752.000
1344,55630180352.000,55540670464.000
1345,55624794112.000,55537348608.000
1346,55619440640.000,55533760512.000
1347,55614824448.000,55530147840.000
1348,55609851904.000,55526936576.000
1349,55605100544.000,55523057664.000
1350,55600570368.000,55519612928.000
1351,55596380160.000,55516622848.000
1352,55592415232.000,55513444352.000
1353,55587885056.000,55510761472.000
1354,55584292864.000,55508205568.000
1355,55580196864.000,55505805312.000
1356,55576252416.000,55504338944.000
1357,55572758528.000,55502508032.000
1358,55569121280.000,55501410304.000
1359,55565864960.000,55500218368.000
1360,55562649600.000,55499055104.000
1361,55559331840.000,55498518528.000
1362,55556485120.000,55498035200.000
1363,55553277952.000,55497695232.000
1364,55550779392.000,55496974336.000
1365,55548674048.000,55496187904.000
1366,55546994688.000,55495913472.000
1367,55545266176.000,55495491584.000
1368,55543332864.000,55495102464.000
1369,55541510144.000,55494541312.000
1370,55539441664.000,55494111232.000
1371,55537385472.000,55493754880.000
1372,55534911488.000,55493279744.000
1373,55532511232.000,55492456448.000
1374,55530676224.000,55492046848.000
1375,55527743488.000,55491543040.000
1376,55525834752.000,55490539520.000
1377,55523168256.000,55489564672.000
1378,55520542720.000,55488593920.000
1379,55518380032.000,55487774720.000
1380,55515901952.000,55486648320.000
1381,55513415680.000,55485489152.000
1382,55510679552.000,55484669952.000
1383,55508344832.000,55483183104.000
1384,55505461248.000,55482138624.000
1385,55502344192.000,55480918016.000
1386,55499218944.000,55479603200.000
1387,55495778304.000,55478398976.000
1388,55492022272.000,55477649408.000
1389,55488057344.000,55477268480.000
1390,55484145664.000,55476412416.000
1391,55479652352.000,55476604928.000
1392,55475113984.000,55476277248.000
1393,55470456832.000,55476547584.000
1394,55465652224.000,55477489664.000
1395,55460622336.000,55478308864.000
1396,55455518720.000,55479361536.000
1397,55449939968.000,55480619008.000
1398,55445524480.000,55482167296.000
1399,55440318464.000,55483502592.000
1400,55435505664.000,55484747776.000
1401,55430406144.000,55486590976.000
1402,55425568768.000,55487901696.000
1403,55420952576.000,55488901120.000
1404,55415783424.000,55490236416.000
1405,55410954240.000,55490846720.000
1406,55405944832.000,55491801088.000
1407,55400919040.000,55492198400.000
1408,55395975168.000,55492337664.000
1409,55390760960.000,55492841472.000
1410,55385313280.000,55493103616.000
1411,55380070400.000,55492968448.000
1412,55374684160.000,55492882432.000
1413,55369388032.000,55492452352.000
1414,55363805184.000,55492374528.000
1415,55358107648.000,55492337664.000
1416,55352467456.000,55491584000.000
1417,55346769920.000,55491129344.000
1418,55341228032.000,55490248704.000
1419,55335247872.000,55489249280.000
1420,55329841152.000,55488397312.000
1421,55324094464.000,55487074304.000
1422,55318675456.000,55485726720.000
1423,55313698816.000,55484006400.000
1424,55308582912.000,55482101760.000
1425,55303712768.000,55480430592.000
1426,55299145728.000,55478599680.000
1427,55295131648.000,55476641792.000
1428,55290925056.000,55474798592.000
1429,55287488512.000,55473307648.000
1430,55284219904.000,55471431680.000
1431,55281213440.000,55470632960.000
1432,55278604288.000,55469658112.000
1433,55275692032.000,55469006848.000
1434,55272951808.000,55469215744.000
1435,55270473728.000,55469125632.000
1436,55267762176.000,55470272512.000
1437,55265058816.000,55471263744.000
1438,55262621696.000,55472738304.000
1439,55259492352.000,55475154944.000
1440,55256850432.000,55477350400.000
1441,55253770240.000,55480299520.000
1442,55250796544.000,55483293696.000
1443,55247974400.000,55486394368.000
1444,55244828672.000,55490699264.000
1445,55241691136.000,55494262784.000
1446,55238483968.000,55498383360.000
1447,55235657728.000,55502725120.000
1448,55232626688.000,55507013632.000
1449,55229603840.000,55511719936.000
1450,55226470400.000,55515774976.000
1451,55223353344.000,55520485376.000
1452,55220072448.000,55524909056.000
1453,55216693248.000,55529070592.000
1454,55213240320.000,55533035520.000
1455,55210004480.000,55537139712.000
1456,55206350848.000,55541379072.000
1457,55202758656.000,55545102336.000
1458,55199059968.000,55548866560.000
1459,55194951680.000,55552495616.000
1460,55191126016.000,55556112384.000
1461,55187677184.000,55559495680.000
1462,55184240640.000,55562878976.000
1463,55180402688.000,55566336000.000
1464,55177101312.000,55569620992.000
1465,55173722112.000,55572606976.000
1466,55170572288.000,55576047616.000
1467,55167795200.000,55579099136.000
1468,55165063168.000,55581876224.000
1469,55162896384.000,55584378880.000
1470,55160823808.000,55587131392.000
1471,55159140352.000,55589281792.000
1472,55157465088.000,55591485440.000
1473,55156346880.000,55593037824.000
1474,55155007488.000,55594909696.000
1475,55154081792.000,55596326912.000
1476,55153135616.000,55597060096.000
1477,55152553984.000,55598292992.000
1478,55151472640.000,55599321088.000
1479,55150878720.000,55599886336.000
1480,55149916160.000,55600689152.000
1481,55148949504.000,55601152000.000
1482,55148113920.000,55601967104.000
1483,55147507712.000,55602860032.000
1484,55146508288.000,55603687424.000
1485,55145730048.000,55604482048.000
1486,55144648704.000,55605272576.000
1487,55143714816.000,55606497280.000
1488,55142735872.000,55607603200.000
1489,55141462016.000,55609499648.000
1490,55139713024.000,55611469824.000
1491,55138537472.000,55613677568.000
1492,55136788480.000,55616372736.000
1493,55135313920.000,55619031040.000
1494,55133552640.000,55622287360.000
1495,55132098560.000,55625613312.000
1496,55130337280.000,55629160448.000
1497,55129260032.000,55633055744.000
1498,55127445504.000,55637094400.000
1499,55126110208.000,55641145344.000
1500,55124959232.000,55645274112.000
1501,55123849216.000,55649767424.000
1502,55122767872.000,55653974016.000
1503,55121956864.000,55657598976.000
1504,55121551360.000,55662522368.000
1505,55121391616.000,55666331648.000
1506,55121702912.000,55670378496.000
1507,55121756160.000,55674630144.000
1508,55122591744.000,55678529536.000
1509,55123148800.000,55682678784.000
1510,55124652032.000,55686729728.000
1511,55125860352.000,55690936320.000
1512,55127580672.000,55694934016.000
1513,55129407488.000,55699116032.000
1514,55131758592.000,55702597632.000
1515,55134560256.000,55706386432.000
1516,55137562624.000,55710355456.000
1517,55140585472.000,55713943552.000
1518,55144280064.000,55717351424.000
1519,55148220416.000,55720718336.000
1520,55151935488.000,55723569152.000
1521,55155200000.000,55726776320.000
1522,55159123968.000,55729348608.000
1523,55162843136.000,55731597312.000
1524,55166451712.000,55733911552.000
1525,55170019328.000,55735541760.000
1526,55173521408.000,55736721408.000
1527,55176765440.000,55738232832.000
1528,55180271616.000,55739305984.000
1529,55183155200.000,55739764736.000
1530,55185891328.000,55739482112.000
1531,55188672512.000,55739314176.000
1532,55190736896.000,55738683392.000
1533,55192715264.000,55737987072.000
1534,55194112000.000,55736360960.000
1535,55195791360.000,55735062528.000
1536,55197044736.000,55733215232.000
1537,55198138368.000,55731048448.000
1538,55198830592.000,55728840704.000
1539,55200161792.000,55726288896.000
1540,55201415168.000,55723831296.000
1541,55202480128.000,55721349120.000
1542,55204126720.000,55718494208.000
1543,55205703680.000,55716003840.000
1544,55207710720.000,55712964608.000
1545,55210196992.000,55710457856.000
1546,55212904448.000,55708000256.000
1547,55215697920.000,55705526272.000
1548,55219027968.000,55702970368.000
1549,55222091776.000,55700541440.000
1550,55226314752.000,55698489344.000
1551,55230255104.000,55696146432.000
1552,55234277376.000,55694200832.000
1553,55238561792.000,55692365824.000
1554,55242825728.000,55691284480.000
1555,55247208448.000,55689351168.000
1556,55251214336.000,55687712768.000
1557,55255158784.000,55686365184.000
1558,55258918912.000,55684870144.000
1559,55262789632.000,55684018176.000
1560,55266967552.000,55682940928.000
1561,55270490112.000,55682334720.000
1562,55274799104.000,55681732608.000
1563,55278944256.000,55681810432.000
1564,55282831360.000,55681609728.000
1565,55287128064.000,55681970176.000
1566,55291248640.000,55682297856.000
1567,55295664128.000,55683018752.000
1568,55299842048.000,55683829760.000
1569,55303929856.000,55685148672.000
1570,55308029952.000,55686201344.000
1571,55311814656.000,55687393280.000
1572,55316168704.000,55688806400.000
1573,55320027136.000,55690403840.000
1574,55324438528.000,55691948032.000
1575,55329075200.000,55694266368.000
1576,55333875712.000,55695990784.000
1577,55338594304.000,55698325504.000
1578,55343308800.000,55700414464.000
1579,55348396032.000,55702884352.000
1580,55353610240.000,55705141248.000
1581,55358853120.000,55707664384.000
1582,55363792896.000,55710289920.000
1583,55369027584.000,55712833536.000
1584,55374082048.000,55715172352.000
1585,55379230720.000,55717474304.000
1586,55384723456.000,55719968768.000
1587,55389966336.000,55721992192.000
1588,55395319808.000,55724199936.000
1589,55400648704.000,55726206976.000
1590,55405891584.000,55728295936.000
1591,55410716672.000,55730339840.000
1592,55415869440.000,55732412416.000
1593,55420751872.000,55734292480.000
1594,55425581056.000,55736315904.000
1595,55430053888.000,55738343424.000
1596,55434772480.000,55740817408.000
1597,55438913536.000,55742668800.000
1598,55443251200.000,55745060864.000
1599,55446937600.000,55747211264.000
1600,55450468352.000,55749820416.000
1601,55454314496.000,55752654848.000
1602,55457488896.000,55755354112.000
1603,55460573184.000,55758770176.000
1604,55463817216.000,55761756160.000
1605,55466614784.000,55764942848.000
1606,55469535232.000,55768354816.000
1607,55472373760.000,55771975680.000
1608,55475318784.000,55775977472.000
1609,55478521856.000,55779450880.000
1610,55481806848.000,55782879232.000
1611,55485698048.000,55786725376.000
1612,55489425408.000,55790092288.000
1613,55493701632.000,55793963008.000
1614,55498428416.000,55796912128.000
1615,55503269888.000,55800135680.000
1616,55508369408.000,55803498496.000
1617,55513292800.000,55806312448.000
1618,55518674944.000,55808991232.000
1619,55524220928.000,55811964928.000
1620,55529500672.000,55814684672.000
1621,55535075328.000,55817568256.000
1622,55540051968.000,55820443648.000
1623,55545184256.000,55823007744.000
1624,55550500864.000,55825108992.000
1625,55555641344.000,55827226624.000
1626,55560560640.000,55829831680.000
1627,55565885440.000,55831576576.000
1628,55571566592.000,55833706496.000
1629,55576993792.000,55835357184.000
1630,55582842880.000,55837016064.000
1631,55588704256.000,55838560256.000
1632,55594475520.000,55840190464.000
1633,55600558080.000,55841611776.000
1634,55606464512.000,55842910208.000
1635,55612764160.000,55844458496.000
1636,55618760704.000,55845838848.000
1637,55625474048.000,55846924288.000
1638,55631900672.000,55848341504.000
1639,55638417408.000,55849680896.000
1640,55645118464.000,55851544576.000
1641,55651323904.000,55852888064.000
1642,55657574400.000,55854759936.000
1643,55663906816.000,55856693248.000
1644,55669501952.000,55859019776.000
1645,55675523072.000,55860887552.000
1646,55680712704.000,55863099392.000
1647,55685685248.000,55865372672.000
1648,55690293248.000,55867641856.000
1649,55695044608.000,55870193664.000
1650,55699312640.000,55872716800.000
1651,55703519232.000,55875022848.000
1652,55707262976.000,55877869568.000
1653,55710838784.000,55880581120.000
1654,55714312192.000,55883399168.000
1655,55717724160.000,55886446592.000
1656,55720292352.000,55889821696.000
1657,55722708992.000,55893237760.000
1658,55724683264.000,55896543232.000
1659,55726620672.000,55900332032.000
1660,55727230976.000,55904215040.000
1661,55727665152.000,55907885056.000
1662,55728066560.000,55911485440.000
1663,55728463872.000,55914958848.000
1664,55727931392.000,55918395392.000
1665,55727579136.000,55921844224.000
1666,55726800896.000,55924854784.000
1667,55725912064.000,55928209408.000
1668,55725092864.000,55931097088.000
1669,55723163648.000,55933751296.000
1670,55721648128.000,55936094208.000
1671,55719186432.000,55939002368.000
1672,55716622336.000,55941672960.000
1673,55714070528.000,55944040448.000
1674,55711498240.000,55946915840.000
1675,55708602368.000,55949529088.000
1676,55705677824.000,55952007168.000
1677,55702724608.000,55954829312.000
1678,55700209664.000,55957549056.000
1679,55697588224.000,55960506368.000
1680,55695269888.000,55963234304.000
1681,55693086720.000,55966347264.000
1682,55691255808.000,55969955840.000
1683,55689060352.000,55972737024.000
1684,55687376896.000,55976280064.000
1685,55685197824.000,55979618304.000
1686,55683088384.000,55983484928.000
1687,55681024000.000,55987630080.000
1688,55678676992.000,55991418880.000
1689,55676391424.000,55995904000.000
1690,55673733120.000,56000651264.000
1691,55671476224.000,56005148672.000
1692,55669039104.000,56010362880.000
1693,55666614272.000,56015716352.000
1694,55664287744.000,56021368832.000
1695,55661924352.000,56026951680.000
1696,55659483136.000,56033046528.000
1697,55657553920.000,56038473728.000
1698,55655026688.000,56045023232.000
