E,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
(eV),keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV,keV
1.9,5.37075E-11,9.09113E-11,1.38388E-10,2.18746E-10,3.38995E-10,5.16102E-10,2.8347E-09,1.52992E-07,3.40733E-06,0.00035772,0.013712015,0.166022968,0.956348674,3.384767894,8.618941575,17.46150612,30.05966795,45.95969627,64.34007238,84.25639459,104.8110521,125.2433617,144.9601127,163.5284287,180.6548447,196.158015,209.9432337,221.980977,232.2887749,240.9185144
1.915,6.65894E-11,1.12717E-10,1.7158E-10,2.71212E-10,4.20303E-10,6.39889E-10,3.51459E-09,1.89686E-07,4.22457E-06,0.000443518,0.017000792,0.205842979,1.185725459,4.196592284,10.68616367,21.64958548,37.26937106,56.98296391,79.77180704,104.4649874,129.9496055,155.282531,179.7282737,202.7501334,223.9842586,243.2058085,260.2973622,275.2223149,288.002401,298.7019525
1.93,8.16569E-11,1.38221E-10,2.10404E-10,3.32578E-10,5.15403E-10,7.84671E-10,4.30978E-09,2.32603E-07,5.18039E-06,0.000543865,0.020847258,0.2524154,1.453998415,5.146080387,13.10393137,26.54785113,45.70164707,69.87548304,97.82035134,128.1004173,159.3509855,190.4155403,220.3921853,248.6227907,274.6611827,298.23165,319.1902048,337.4919604,353.1635687,366.2839168
1.945,9.90395E-11,1.67645E-10,2.55191E-10,4.03369E-10,6.25103E-10,9.51677E-10,5.22696E-09,2.82103E-07,6.28281E-06,0.000659604,0.025283701,0.306131161,1.763419442,6.241202268,15.89253957,32.19741944,55.42727705,84.74547431,118.6372059,155.3610816,193.2619892,230.9372984,267.293183,301.5314586,333.1110025,361.69743,387.1161118,409.3126089,428.319245,444.2316949
1.96,1.18818E-10,2.01122E-10,3.06144E-10,4.83898E-10,7.49884E-10,1.14162E-09,6.26987E-09,3.38385E-07,7.53629E-06,0.000791201,0.030328032,0.367207154,2.115237901,7.486379741,19.06324794,38.62110187,66.48553054,101.6529788,142.3064238,186.3570517,231.8195403,277.0114215,320.6206407,361.6897683,399.5697229,433.8594065,464.34935,490.9742532,513.7728887,532.8600193
1.975,1.41027E-10,2.38708E-10,3.63338E-10,5.74263E-10,8.89863E-10,1.35464E-09,7.4386E-09,4.01446E-07,8.94073E-06,0.000938647,0.035979882,0.435638879,2.509427876,8.881521079,22.61582291,45.81842522,78.87559292,120.5967511,168.8262613,221.0860443,275.0207984,328.6345155,380.3706301,429.0932884,474.0324481,514.7122638,550.8842301,582.4708778,609.5182049,632.1623612
1.99,1.65698E-10,2.80446E-10,4.268E-10,6.74444E-10,1.04491E-09,1.59039E-09,8.72907E-09,4.71038E-07,1.04906E-05,0.001101361,0.042216977,0.511156672,2.944436004,10.42112853,26.53626505,53.76102744,92.54863944,141.5021405,198.0922134,259.4112049,322.695523,385.6031524,446.3076979,503.4764059,556.2057475,603.9373899,646.3797494,683.4419274,715.1778958,741.7474058
2.005,1.93033E-10,3.2664E-10,4.96879E-10,7.84776E-10,1.21522E-09,1.84867E-09,1.01333E-08,5.46635E-07,1.21742E-05,0.001278112,0.048992143,0.593189341,3.416972035,12.09355704,30.7949215,62.38883342,107.4012519,164.211026,229.8829225,301.0426552,374.4831188,447.4864411,517.9331188,584.2765124,645.4680905,700.8599167,750.1136125,793.1236917,829.9527878,860.7862896
2.02,2.23962E-10,3.78747E-10,5.75427E-10,9.07518E-10,1.40324E-09,2.1317E-09,1.16413E-08,6.27417E-07,1.39731E-05,0.001466967,0.056231238,0.680839191,3.921864934,13.88050496,35.34518911,71.60742772,123.2708957,188.4749005,263.8504979,345.5248158,429.8168662,513.6071831,594.4630848,670.6093998,740.8426654,804.4192058,860.9506437,910.3159062,952.5868815,987.9763515
2.035,2.61855E-10,4.4211E-10,6.69448E-10,1.05167E-09,1.61973E-09,2.45108E-09,1.32488E-08,7.12263E-07,1.58619E-05,0.001665265,0.063832339,0.772872151,4.452006036,15.75681287,40.12300217,81.28701671,139.9341337,213.9521398,299.5166914,392.2313979,487.9176908,583.0344282,674.8200884,761.2595399,840.9866411,913.1571891,977.3303076,1033.368557,1081.353544,1121.526813
2.05,3.17573E-10,5.34023E-10,8.01868E-10,1.24721E-09,1.90149E-09,2.84857E-09,1.49798E-08,7.99784E-07,1.78087E-05,0.001869642,0.07166643,0.867726126,4.998397141,17.69063379,45.04726582,91.26330661,157.1081369,240.2103131,336.276133,440.3696406,547.7994349,654.5897726,757.6402128,854.6883084,944.2002523,1025.228233,1097.277267,1160.193046,1214.067191,1259.170893
2.065,4.23995E-10,7.06928E-10,1.04249E-09,1.58607E-09,2.3625E-09,3.45561E-09,1.69515E-08,8.88417E-07,1.97755E-05,0.002076086,0.079579773,0.963539653,5.55031559,19.64401742,50.02134378,101.3405176,174.4558739,266.7341166,373.4074366,488.9948543,608.2869484,726.8689777,841.2981535,949.0622111,1048.457982,1138.432999,1218.437621,1288.300503,1348.123382,1398.207393
2.08,6.76739E-10,1.11344E-09,1.5948E-09,2.33693E-09,3.33728E-09,4.66042E-09,1.95567E-08,9.76649E-07,2.17192E-05,0.00228005,0.087398005,1.058201601,6.095600548,21.57392339,54.93563845,111.2966109,191.595109,292.9391313,410.0924601,537.0356429,668.0474643,798.2794611,923.9506117,1042.301837,1151.462641,1250.27716,1338.141752,1414.86824,1480.568355,1535.572818
2.095,1.34557E-09,2.18424E-09,3.03343E-09,4.2593E-09,5.77288E-09,7.56475E-09,2.39605E-08,1.06359E-06,2.3594E-05,0.002476598,0.094931918,1.149421033,6.621055442,23.43364559,59.67121779,120.8906367,208.1110514,318.1911632,445.4433805,583.3293598,725.6347038,867.0930005,1003.597295,1132.15067,1250.721389,1358.053948,1453.492672,1536.833161,1608.196779,1667.942753
2.11,3.17164E-09,5.10271E-09,6.93766E-09,9.44146E-09,1.22748E-08,1.52026E-08,3.34252E-08,1.15037E-06,2.53543E-05,0.002660598,0.101984673,1.234814641,7.112951594,25.17459461,64.10435422,129.8719296,223.5721852,341.8304467,478.536576,626.6664782,779.5440717,931.5116886,1078.157257,1216.261211,1343.64087,1458.947455,1561.47658,1651.00866,1727.674074,1791.858739
2.125,8.14111E-09,1.30402E-08,1.75403E-08,2.34812E-08,2.98288E-08,3.57116E-08,5.67563E-08,1.24377E-06,2.69598E-05,0.00282694,0.108360129,1.312007469,7.557608412,26.74835125,68.11175352,137.9907022,237.5485059,363.199527,508.4516599,665.8417079,828.2762428,989.7439151,1145.556839,1292.294179,1427.636809,1550.151634,1659.090232,1754.219292,1835.677344,1903.874428
2.14,2.14484E-08,3.4291E-08,4.59118E-08,6.10202E-08,7.67085E-08,9.03811E-08,1.17044E-07,1.36507E-06,2.83863E-05,0.002970781,0.113871785,1.37874121,7.942017197,28.10887429,71.5761767,145.0094348,249.6311275,381.6732379,534.3134474,699.7089526,870.4055264,1040.086059,1203.824221,1358.025181,1500.251854,1628.998249,1743.477879,1843.445565,1929.046883,2000.712731
2.155,5.63535E-08,9.00283E-08,1.20313E-07,1.59437E-07,1.99566E-07,2.33565E-07,2.73291E-07,1.57211E-06,2.96491E-05,0.003087791,0.118351817,1.432983307,8.254469505,29.21472436,74.39210289,150.7143478,259.4520322,396.6888994,555.334229,727.2366691,904.6487307,1081.004779,1251.184673,1411.452156,1559.274262,1693.085755,1812.069205,1915.969786,2004.938803,2079.424105
2.17,1.45898E-07,2.33012E-07,3.11166E-07,4.11869E-07,5.14649E-07,6.00706E-07,6.72571E-07,2.01206E-06,3.08549E-05,0.003174431,0.121659585,1.473029565,8.485148047,30.03115523,76.47105443,154.9261901,266.7026426,407.7747119,570.8535217,747.5599232,929.9299173,1111.214387,1286.150104,1450.8964,1602.849522,1740.400492,1862.709037,1969.513209,2060.968542,2137.535399
2.185,3.70441E-07,5.91557E-07,7.89741E-07,1.04484E-06,1.30469E-06,1.52122E-06,1.67263E-06,3.04549E-06,3.23217E-05,0.003228246,0.123689078,1.497593112,8.626638648,30.5319255,77.74621005,157.5095851,271.1499101,414.5743563,580.3725055,760.0254864,945.4365004,1129.743888,1307.596659,1475.090099,1629.57704,1769.421673,1893.769713,2002.354844,2095.335195,2173.178805
2.2,9.20728E-07,1.47024E-06,1.96258E-06,2.59605E-06,3.24079E-06,3.77703E-06,4.12265E-06,5.53034E-06,3.4851E-05,0.003248267,0.124374821,1.505873309,8.674326146,30.70069926,78.17597114,158.3802559,272.6487528,416.8660094,583.5806444,764.226697,950.6626114,1135.988799,1314.824691,1483.243988,1638.584889,1779.202544,1904.237946,2013.423306,2106.917626,2185.191534
2.215,2.23859E-06,3.57457E-06,4.77135E-06,6.31098E-06,7.87746E-06,9.17934E-06,9.98969E-06,1.14554E-05,4.03316E-05,0.003235661,0.123695976,1.49759965,8.626644916,30.53193151,77.74621574,157.5095905,271.1499151,414.5743609,580.3725097,760.0254903,945.4365039,1129.743892,1307.596662,1475.090102,1629.577043,1769.421675,1893.769715,2002.354846,2095.335197,2173.178807
2.23,5.32264E-06,8.4991E-06,1.13444E-05,1.50046E-05,1.87282E-05,2.18218E-05,2.37196E-05,2.53163E-05,5.30508E-05,0.003194977,0.121678698,1.473047681,8.485165417,30.03117187,76.47107022,154.9262049,266.7026563,407.7747246,570.8535334,747.5599339,929.9299271,1111.214396,1286.150113,1450.896407,1602.849529,1740.400498,1862.709043,1969.513214,2060.968547,2137.535404
2.245,1.23749E-05,1.97599E-05,2.63749E-05,3.48841E-05,4.35402E-05,5.07309E-05,5.51157E-05,5.70266E-05,8.24663E-05,0.003136681,0.118397298,1.433026414,8.254510837,29.21476395,74.39214046,150.7143831,259.452065,396.6889296,555.3342568,727.2366945,904.6487539,1081.0048,1251.184692,1411.452173,1559.274279,1693.08577,1812.069219,1915.969799,2004.938815,2079.424116
2.26,2.81317E-05,4.49199E-05,5.99576E-05,7.9301E-05,9.89779E-05,0.000115323,0.000125265,0.000127909,0.000148913,0.003082344,0.113975571,1.37883958,7.942111514,28.10896462,71.57626242,145.0095153,249.6312023,381.6733069,534.3135107,699.7090106,870.4055795,1040.086108,1203.824266,1358.025222,1500.251891,1628.998283,1743.477911,1843.445594,1929.046911,2000.712757
2.275,6.25294E-05,9.98453E-05,0.00013327,0.000176265,0.000220001,0.00025633,0.000278403,0.000282697,0.000295028,0.003075074,0.108590964,1.312226258,7.557818188,26.74855216,68.11194419,137.9908812,237.5486723,363.1996804,508.4518008,665.8418369,828.2763609,989.7440232,1145.556938,1292.29427,1427.636893,1550.151711,1659.090304,1754.219358,1835.677405,1903.874486
2.29,0.000135895,0.000216994,0.000289635,0.000383076,0.000478125,0.000557078,0.000605029,0.000612897,0.000608008,0.003199924,0.102486402,1.235290185,7.113407549,25.17503128,64.10476866,129.8723186,223.5725467,341.8307803,478.5368822,626.6667587,779.5443283,931.5119234,1078.157473,1216.261408,1343.641051,1458.947623,1561.476735,1651.008803,1727.674207,1791.858863
2.305,0.00028877,0.000461101,0.00061546,0.000814016,0.001015991,0.00118376,0.001285633,0.00130102,0.001261728,0.003622661,0.095998086,1.150431559,6.622024342,23.43457351,59.67209847,120.8914633,208.1118196,318.1918719,445.4440312,583.3299557,725.635249,867.0934995,1003.597753,1132.15109,1250.721775,1358.054304,1453.493001,1536.833466,1608.197062,1667.943017
2.32,0.00059997,0.000958017,0.001278725,0.001691259,0.002110898,0.002459466,0.002671106,0.002701872,0.002594168,0.004661204,0.089613164,1.060301153,6.097613613,21.57585132,54.93746822,111.2983283,191.5967051,292.9406038,410.0938121,537.036881,668.048597,798.2804978,923.9515616,1042.302709,1151.463444,1250.277899,1338.142436,1414.868873,1480.568944,1535.573366
2.335,0.00121881,0.001946164,0.002597664,0.003435708,0.004288182,0.004996279,0.005426198,0.005487627,0.00524558,0.006913285,0.084079761,0.967804791,5.554405033,19.64793391,50.02506087,101.3440064,174.4591163,266.737108,373.4101831,488.9973694,608.2892496,726.8710837,841.3000832,949.0639825,1048.459612,1138.434502,1218.43901,1288.30179,1348.124578,1398.208507
2.35,0.002420864,0.003865573,0.005159618,0.006824184,0.008517413,0.009923871,0.010777785,0.010898852,0.010397581,0.011477545,0.080604547,0.876197769,5.006519811,17.69841293,45.05464889,91.27023623,157.1145771,240.2162547,336.2815882,440.3746363,547.8040056,654.5939557,757.6440457,854.6918267,944.2034889,1025.231218,1097.280026,1160.195603,1214.069567,1259.173105
2.365,0.004701466,0.00750718,0.010020295,0.013252984,0.016541338,0.019272765,0.020931106,0.021165401,0.020174019,0.020324406,0.081190715,0.789324606,4.467780764,15.77192045,40.13734055,81.30047446,139.946641,213.9636787,299.5272858,392.2410999,487.9265673,583.0425519,674.8275322,761.2663728,840.9929267,913.1629851,977.3356655,1033.373523,1081.358158,1121.53111
2.38,0.00892742,0.014255077,0.019027136,0.025165578,0.03140974,0.036596407,0.039745475,0.040189848,0.038292175,0.036898984,0.089193463,0.712081293,3.951820144,13.90919331,35.3724168,71.63298312,123.2946463,188.4968121,263.8706159,345.5432391,429.8337219,513.6226095,594.4772199,670.6223748,740.8546012,804.4302119,860.9608179,910.3253354,952.5956423,987.9845115
2.395,0.016579194,0.026473665,0.035337469,0.046740859,0.058343865,0.067988166,0.073856648,0.074712585,0.071214835,0.067233875,0.11039012,0.651408047,3.472803507,12.14702945,30.84566958,62.4364616,107.4455134,164.2518578,229.9204102,301.0769834,374.514525,447.5151831,517.9594544,584.300686,645.4903277,700.8804214,750.1325672,793.1412582,829.9691089,860.8014913
2.41,0.030467106,0.048685465,0.065103801,0.08635933,0.108252702,0.12697393,0.139435823,0.143590931,0.140419321,0.135068151,0.170192126,0.634542655,3.063654892,10.5354872,26.64464889,53.86250113,92.6426966,141.5887032,198.1715235,259.483705,322.7617568,385.6636956,446.3631171,503.5272337,556.2524714,603.9804484,646.4195329,683.4787814,715.2121242,741.7792763
2.425,0.069420538,0.112385582,0.155090583,0.215775379,0.288988286,0.372435256,0.469382852,0.584390467,0.710672184,0.8276911,0.946503924,1.38692128,3.460199648,9.799763448,23.48087775,46.61964507,79.60966019,121.2650402,169.4327774,221.6360296,275.5198604,329.0881323,380.7839011,429.4708231,474.3783428,515.0301214,551.1772004,582.7417069,609.7692828,632.3957706
2.44,0.43524596,0.727855,1.08021841,1.656498483,2.488299242,3.663303571,5.366598213,7.774185086,10.69956079,13.51783818,15.62941645,17.04024625,18.92864286,23.75298415,34.36400132,52.75315809,79.39351294,113.3703051,152.9134024,195.9541997,240.511829,284.8997755,327.7978826,368.2390682,405.5644766,439.3638059,469.4192624,495.6581991,518.1129801,536.8928486
2.455,3.866781907,6.530263551,9.893469816,15.55184211,23.96711648,36.19904488,54.34476607,80.37342308,112.2321554,143.012058,165.8163517,177.8896175,180.9888637,179.6656748,178.9966931,182.8047829,192.9507634,209.5501923,231.5884654,257.5379818,285.7891559,314.8945062,343.6724674,371.2210044,396.8941173,420.2588445,441.0515156,459.1391744,474.4857233,487.127917
2.47,20.59839944,34.84214012,52.95954589,83.56819099,129.2844525,195.9967712,295.2687367,437.9411589,612.7355808,781.6752788,906.7516349,971.7510769,982.0413787,954.0149121,905.4899105,850.5327128,798.0756068,752.6425563,715.7215396,687.0452434,665.4966472,649.6726069,638.190193,629.8223881,623.5487144,618.5537874,614.2062319,610.0314275,605.6815985,600.9132047
2.485,56.87596837,96.23406557,146.3633982,231.1197947,357.8082867,542.8132009,818.2657465,1214.280309,1699.538368,2168.575391,2515.805295,2695.834529,2722.086226,2637.095588,2486.849534,2308.001795,2124.905182,1951.466266,1794.261119,1655.36061,1534.338373,1429.56632,1338.97371,1260.444965,1192.022425,1131.983616,1078.85862,1031.418348,988.645546,949.709856
2.5,80.00919101,135.3681676,205.8601367,325.0282236,503.1280254,763.1758941,1150.320209,1706.87761,2388.836463,3047.990217,3535.951437,3788.834311,3825.130288,3703.871711,3488.819212,3230.889372,2964.198691,2708.629003,2474.032857,2264.022269,2078.664715,1916.236975,1774.269296,1650.109807,1541.225038,1445.328791,1360.42548,1284.809584,1217.038367,1155.906253
2.515,57.49369062,97.22042853,147.6799574,232.8610946,359.981641,545.3454353,821.0158676,1217.061122,1702.186932,2171.026844,2518.079936,2697.922799,2723.736018,2637.584026,2484.922681,2302.049599,2113.257981,1932.661812,1767.205904,1619.382363,1489.163666,1375.258806,1275.859325,1189.040548,1112.973864,1046.016181,986.7386517,933.9244834,886.5479603,843.7551635
2.53,21.91583557,36.94578815,55.76741416,87.2819173,133.9196351,201.3973489,301.1340086,443.8718882,618.3842591,786.9035907,911.6035534,976.2134375,985.6096568,955.2325276,901.8283345,838.7456261,774.7972013,714.9258064,661.3631618,614.6912665,574.5970901,540.3568646,511.1162182,486.0327897,464.346076,445.4005748,428.6475806,413.6371651,400.0044139,387.4582363
2.545,6.049451514,10.01549407,14.54542112,21.70457874,31.64648092,45.14648189,64.06208765,90.19919315,121.5906539,151.6742511,173.8568953,185.3041764,187.0206364,182.1037838,173.9981345,165.4361723,158.0988025,152.739405,149.4742599,148.0664204,148.1276431,149.2422192,151.0311354,153.1762677,155.4261501,157.5903493,159.5304843,161.1508715,162.3891832,163.209797
2.56,3.734396885,5.995854093,8.111740466,10.95648907,14.09581984,17.18754254,20.05453475,22.626101,24.84596033,26.61597514,27.80358306,28.3278366,28.33689032,28.29780258,28.83248514,30.44601561,33.36596535,37.54437511,42.74764373,48.66020134,54.9595528,61.35974952,67.62974972,73.59464217,79.13064168,84.15621456,88.62326377,92.50945096,95.8113352,98.53980108
2.575,4.823238271,7.703159153,10.28696259,13.61633299,17.01451634,19.85980536,21.63356889,21.98609772,21.11256174,19.80904049,18.87883461,18.68070982,19.22461149,20.46176112,22.40965341,25.10561534,28.53149417,32.58808785,37.11427201,41.92248365,46.82895339,51.67265509,56.32369145,60.68403801,64.68478462,68.28147667,71.44932496,74.17889822,76.47233145,78.34048772
2.59,6.66204713,10.63782189,14.19907648,18.78015519,23.44039258,27.31189877,29.66372225,30.01238582,28.7926196,27.75959235,29.29175112,35.21597707,45.77157694,59.42638266,73.80825604,86.86563758,97.44126519,105.2264351,110.4576368,113.6039437,115.174235,115.6152948,115.2743655,114.4079173,113.1926906,111.7462349,110.143953,108.4316856,106.6384748,104.7793847
2.605,9.026123748,14.41268495,19.23750734,25.44382298,31.75703243,37.00106456,40.18615518,40.72079423,39.95398505,43.31663398,60.15532138,99.59468885,163.4979844,243.3348228,324.9211563,395.6694547,448.5204696,481.8756586,497.7261097,499.6181786,491.3561595,476.2967762,457.0786325,435.667951,413.4319068,391.2802043,369.7866706,349.2822682,329.9482213,311.8436606
2.62,11.95771391,19.0937777,25.48566663,33.70776293,42.07150227,49.01885719,53.24049097,54.08482025,54.9103003,69.22404125,122.0750619,239.326478,426.7195507,659.7832986,897.2471543,1102.293779,1254.240176,1348.446379,1390.858626,1392.026489,1363.27154,1314.595211,1253.87121,1186.974867,1117.99728,1049.663255,983.6915605,921.0714191,862.3394818,807.6634501
2.635,15.48896131,24.73238651,33.01187761,43.6620641,54.49573386,63.49476339,68.96376541,70.10129828,71.76407491,93.48259033,171.7854359,344.6086703,620.4253578,963.2557488,1312.352443,1613.503588,1836.260556,1973.817057,2034.972282,2035.312395,1991.560489,1918.490174,1827.733591,1727.971389,1625.248589,1523.591228,1425.538137,1332.549291,1245.414758,1164.378637
2.65,19.61655969,31.32322589,41.80906519,55.29732651,69.01791665,80.41487885,87.33835175,88.58698356,88.09439513,101.6880784,157.7540695,284.8765072,489.0767332,743.18888,1001.785848,1224.484933,1388.686093,1489.411418,1533.286396,1531.966136,1497.929908,1442.189148,1373.406084,1298.038608,1220.579061,1144.015076,1070.226682,1000.291103,934.787245,873.8886666
2.665,24.29135713,38.78781598,51.77249281,68.47505624,85.46525273,99.57798098,108.1477602,109.4579734,105.6549671,105.3923017,121.8536202,166.5237992,241.0845531,334.5342418,429.3680615,510.3459244,569.1009321,603.9328435,617.4726242,614.19441,598.8374564,575.5571266,547.6062502,517.3967261,486.5965034,456.3061981,427.2105356,399.6942819,373.9565581,350.0469905
2.68,29.41101697,46.96275388,62.68407518,82.90684961,103.4778512,120.5648834,130.9392192,132.4202374,126.3904006,118.4411198,114.7288695,118.4846164,129.1628544,143.5404099,157.710129,168.7324171,175.2332928,177.1504337,175.1880293,170.325491,163.5256354,155.593941,147.1374612,138.5868807,130.2254099,122.2269447,114.6877325,107.6501797,101.1241218,95.09544501
2.695,34.81746437,55.59562901,74.20690199,98.14709917,122.4995304,142.7275464,155.0086043,156.7404375,149.3121816,138.3489838,129.1438208,123.3484019,119.786244,116.6851376,112.9241602,108.170756,102.5783203,96.4841758,90.22607386,84.07086912,78.19657501,72.70527684,67.64429222,63.02167357,58.82262965,55.01925399,51.57742592,48.46151371,45.63591955,43.06827309
2.71,40.30071021,64.35113445,85.89341284,113.6038434,141.7914283,165.2050615,179.4201755,181.4226356,172.7959629,159.9532275,148.8242633,141.1056425,135.3788598,129.7850406,123.3616308,116.0266722,108.1317912,100.1119883,92.31667066,84.97518966,78.20682873,72.05263599,66.50652249,61.53222442,57.08074514,53.09836631,49.53184927,46.33175655,43.45207296,40.85332426
2.725,45.6096397,72.82829611,97.20840131,128.5692072,160.4700244,186.9680033,203.055714,205.3218608,195.5573755,181.0153523,168.397088,159.6113219,153.0467033,146.6024522,139.1980659,130.7504295,121.665048,112.4393206,103.4719374,95.02465132,87.23399339,80.14754402,73.7592541,68.0286397,62.90057979,58.31439955,54.20978465,50.53057461,47.22434474,44.24598901
2.74,50.46949483,80.58838742,107.566272,142.2686735,177.5686263,206.8900509,224.6919593,227.1995689,216.3946117,200.3029042,186.3394951,176.6156761,169.3460652,162.2017214,153.9821033,144.5919536,134.479524,124.1973293,114.1902261,104.7520561,96.03787482,88.10369837,80.945457,74.52026638,68.76842811,63.62360107,59.01945831,54.89397968,51.18906903,47.85457586
2.755,54.60465257,87.19130062,116.3795859,153.9252872,192.1174995,223.8413399,243.1018265,245.814894,234.1246451,216.7144795,201.6069486,191.0859546,183.2183549,175.4814332,166.5728337,156.3871238,145.4088492,134.2371375,123.3557242,113.0853193,103.5963375,94.95163366,87.14855901,80.14199556,73.86822142,68.25599609,63.23383824,58.73473338,54.6957734,51.06254522
2.77,57.76419332,92.23637379,123.113555,162.8317301,203.2338246,236.7932736,257.1682126,260.0382639,247.6715926,229.2540372,213.2723272,202.142277,193.8179407,185.628734,176.1947271,165.4028631,153.7654453,141.9171293,130.3712001,119.4687178,109.3916615,100.2079672,91.91595895,84.46873,77.79942846,71.833036,66.494115,61.71182945,57.41959792,53.55976041
2.785,59.74700661,95.4024789,127.33955,168.4210909,210.2100274,244.9214378,265.9957669,268.9643355,256.1731659,237.1234092,220.5930951,209.0808114,200.4697825,191.9965493,182.2324087,171.0594568,159.0074047,146.7332396,134.7688547,123.4681544,113.020445,103.4969106,94.8965317,87.17131274,80.25246038,74.06259956,68.52381722,63.56288137,59.11090402,55.10818343
2.8,60.42295552,96.48181668,128.7802085,170.3265262,212.5882426,247.6923612,269.0051151,272.0072687,259.0713859,239.8061092,223.0887689,211.4461259,202.7370794,194.1661513,184.2875934,172.981562,160.7836503,148.3586205,136.2450036,124.8014206,114.219997,104.5732964,95.86073565,88.03410269,81.02404746,74.75245639,69.14060643,64.11445936,59.60433458,55.54981578
2.815,59.74700661,95.4024789,127.33955,168.4210909,210.2100274,244.9214378,265.9957669,268.9643355,256.1731659,237.1234088,220.5930784,209.0806099,200.4686216,191.9924403,182.2219457,171.0382592,158.9709135,146.6774465,134.6907486,123.3658708,112.8932089,103.3448705,94.72055632,86.97279621,80.03315312,73.82447211,68.26895511,63.29340595,58.82891537,54.81571865
2.83,57.76419332,92.23637379,123.113555,162.8317301,203.2338246,236.7932736,257.1682126,260.0382639,247.6715926,229.2540363,213.2722912,202.1418413,193.8154312,185.619852,176.1721101,165.3570424,153.6865657,141.7965265,130.2023653,119.2476206,109.1166267,99.87931603,91.53556906,84.03961498,77.325372,71.31829767,65.94320287,61.12932907,56.81004885,52.92756603
2.845,54.60465257,87.19130062,116.3795859,153.9252872,192.1174995,223.8413399,243.1018265,245.814894,234.1246451,216.7144779,201.6068875,191.0852159,183.2141003,175.4663756,166.5344917,156.3094455,145.2751279,134.0326849,123.0695064,112.7105038,103.1300846,94.39448768,86.50370311,79.41453857,73.06457762,67.3833865,62.29990516,57.74725045,53.66243627,49.99081874
2.86,50.46949483,80.58838742,107.566272,142.2686735,177.5686263,206.8900509,224.6919593,227.1995688,216.3946113,200.3028992,186.3393907,176.6144993,169.3393738,162.1781251,153.9221015,144.4704715,134.2704661,123.8777541,113.7429011,104.166311,95.30927681,87.23310004,79.93783294,73.38359902,67.512739,62.26017179,57.56022847,53.35109397,49.57455022,46.1800861
2.875,45.6096397,72.8282961,97.20840131,128.5692072,160.4700244,186.9680033,203.055714,205.3218584,195.5573418,181.0151477,168.3962255,159.6077629,153.0331321,146.5613121,139.0999644,130.5579176,121.3393286,111.9463868,102.786322,94.13066938,86.12524528,78.8254951,72.23150235,66.30725691,61.00066966,56.25293747,52.00472068,48.20015837,44.7866374,41.71850732
2.89,40.30071017,64.3511344,85.89341275,113.6038432,141.7914281,165.2050611,179.4201738,181.4225406,172.7946068,159.9451137,148.7950245,141.0295273,135.2201504,129.5015588,122.9085193,115.3604441,107.2144413,98.91426216,90.81976446,83.17091073,76.09657654,69.64578071,63.81861827,58.58328613,53.89376882,49.69811434,45.94389352,42.58174867,39.56519015,36.85387933
2.905,34.81746369,55.59562785,74.20690024,98.14709639,122.4995261,142.7275398,155.0085683,156.7384965,149.2844647,138.1832519,128.5502247,121.8412848,116.8223056,111.8817257,106.1856159,99.6643364,92.62640468,85.45520536,78.4616516,71.8530765,65.74083961,60.16730602,55.1325701,50.60916478,46.55734144,42.93222032,39.68850764,36.78356183,34.1772182,31.83462546
2.92,29.41100991,46.96274193,62.684057,82.90682086,103.4778067,120.5648156,130.9388466,132.4001517,126.1035816,116.7261644,108.588953,102.9217751,98.6821334,94.50869786,89.69701798,84.18825819,78.24302766,72.18518443,66.27737273,60.69474213,55.53137085,50.8230545,46.56987978,42.7486498,39.32579156,36.26339638,33.52320479,31.06919697,28.86744478,26.88850802
2.935,24.29132015,38.78775339,51.77239753,68.47490563,85.46501931,99.57762562,108.1458084,109.3527384,104.1522369,96.40718352,89.68644828,85.00577723,81.50414134,78.05717596,74.0830493,69.53316221,64.62275762,59.61932134,54.73978355,50.12881112,45.86411165,41.97525473,38.4623159,35.30613912,32.47899753,29.94958255,27.68629534,25.65938635,23.84083336,22.20632059
2.95,19.61646159,31.32305984,41.80881243,55.29692698,69.01729749,80.4139362,87.33317434,88.30783092,84.10816466,77.8536449,72.42631344,68.64643581,65.81868596,63.03507924,59.82575293,56.15145781,52.18601281,48.14542784,44.20488796,40.48122243,37.03718735,33.89666447,31.05971698,28.51087702,26.22775483,24.18506785,22.35729875,20.72042341,19.2518124,17.93182931
2.965,15.48882957,24.7321635,33.01153814,43.66152751,54.49490229,63.49349737,68.95681193,69.72638445,66.41039829,61.47193423,57.18660417,54.20207579,51.96933026,49.77143607,47.23739512,44.33621525,41.20514069,38.01473015,34.90330849,31.96312407,29.24372987,26.76398407,24.52393777,22.51137869,20.70862884,19.09572589,17.652522,16.36004818,15.20043657,14.15818249
2.98,11.95762429,19.09362601,25.48543572,33.70739795,42.07093665,49.01799605,53.23576232,53.82988462,51.26989024,47.45731695,44.14897356,41.84486972,40.12115356,38.4243414,36.46801546,34.22824841,31.81099483,29.34792928,26.94584168,24.67595027,22.57651174,20.66208574,18.93271238,17.37896406,15.98719342,14.74198942,13.62779771,12.62997395,11.73472385,10.93007749
